NOMBRE_EMP,NOMBRE_FAE,REGIÓN_IN,PROVINCIA,COMUNA_INS,NOMBRE_INS,TIPO_INSTA,RECOBRERSO,UTM_NORTE,UTM_ESTE,ESTADO_INS,METODO_CONS,NEAR_DIST,VOL_AUTORIZADO,VOL_ACTUAL,TON_AUTORIZADO,TON_ACTUAL,RES_APRUEBA,RES_PDC_APRUEBA,RES_PDC_FECHA,RES_APRUEBA_FECHA,latitud,longitud,lat_lon_pair
MARCELO BALDO,PLANTA SAN RAMON,IV,ELQUI,COQUIMBO,SAN RAMON,TRANQUE DE RELAVE,ORO,6680710.34539999,284062.11,INACTIVO,EJE CENTRAL,9115.67533609267,1400.0,0.0,2100.0,0.0,S/I,,,S/I,-29.985521,-71.238300,"-29.985521, -71.238300"
SUC. MIRTA ROJAS MUNIZAGA,PLANTA MIRAFLORES,IV,ELQUI,ANDACOLLO,MIRAFLORES 2,TRANQUE DE RELAVE,ORO,6652740.5804,298991.0679,INACTIVO,AGUAS ARRIBA,1729.18017347839,13500.0,0.0,20250.0,0.0,S/I,,,S/I,-30.240304,-71.088946,"-30.240304, -71.088946"
SUC. MIRTA ROJAS MUNIZAGA,PLANTA MIRAFLORES,IV,ELQUI,ANDACOLLO,MIRAFLORES 3,TRANQUE DE RELAVE,ORO,6652805.66799999,298970.430399999,INACTIVO,AGUAS ARRIBA,1783.5610934363,15100.0,0.0,22650.0,0.0,688,N_A,N_A,1988-07-07 00:00:00,-30.239714,-71.089148,"-30.239714, -71.089148"
CMC SALI HOCHSCHILD S.A.,OJANCOS,III,COPIAPO,COPIAPO,OJANCOS 1,TRANQUE DE RELAVE,COBRE,6972040.7422,366892.226599999,INACTIVO,AGUAS ARRIBA,820.378728763963,3202671.0,0.0,4804007.0,0.0,S/I,,,S/I,-27.368404,-70.345949,"-27.368404, -70.345949"
CMC SALI HOCHSCHILD S.A.,BODEGA ALTO,III,COPIAPO,COPIAPO,DEPOSITO DE RELAVE 4,TRANQUE DE RELAVE,COBRE-ORO,6973709.4747,364304.264299999,INACTIVO,N_A,3641.10371551409,198036.0,0.0,297054.0,0.0,7,,,XX-XX-1977,-27.353088,-70.371926,"-27.353088, -70.371926"
MOISES GONZALEZ GONZALEZ,PLANTA DON MOISES,IV,ELQUI,LA HIGUERA,DON MOISES 2,TRANQUE DE RELAVE,ORO-COBRE,6748947.2119,298058.5634,INACTIVO,AGUAS ARRIBA,19464.5680067075,71455.0,0.0,107182.0,0.0,182,N_A,N_A,1988-02-05 00:00:00,-29.372476,-71.080587,"-29.372476, -71.080587"
SOC. CORRIDA UNA DEL TORNO,PLANTA ELENA,IV,ELQUI,LA HIGUERA,ELENA 1 ,TRANQUE DE RELAVE,ORO,6750135.0859,294260.987499999,INACTIVO,AGUAS ARRIBA,18686.825912818,2240.0,0.0,3360.0,0.0,S/I,,,S/I,-29.361146,-71.119469,"-29.361146, -71.119469"
SOC. CORRIDA UNA DEL TORNO,PLANTA ELENA,IV,ELQUI,LA HIGUERA,ELENA 3 ,TRANQUE DE RELAVE,ORO,6750177.15469999,294184.787299999,INACTIVO,AGUAS ARRIBA,18696.4159758187,12200.0,0.0,18300.0,0.0,1041,N_A,N_A,1987-10-30 00:00:00,-29.360754,-71.120246,"-29.360754, -71.120246"
GESTIONES E INVERSIONES SAN FRANCISCO SPA,FAENA BLANCA AURORA,IV,ELQUI,LA HIGUERA,TRANQUE DE RELAVES PLANTA BLANCA AURORA,TRANQUE DE RELAVE,COBRE,6749038.0,296066.0,ACTIVO,AGUAS ABAJO,,,,120000.0,,86,,,2021-02-12 00:00:00,-29.371335,-71.101088,"-29.371335, -71.101088"
MINERA RCL (RICARDO ROJAS),PLANTA SANTA ROSA,IV,ELQUI,LA HIGUERA,SANTA ROSA,TRANQUE DE RELAVE,ORO,6750658.35309999,293365.657899999,INACTIVO,AGUAS ARRIBA,18851.9242925007,16657.0,0.0,49971.0,0.0,S/I,,,S/I,-29.356280,-71.128589,"-29.356280, -71.128589"
CIA. MINERA EL TRAPICHE/INVERFAZ SpA,PLANTA SAN RAMON,IV,ELQUI,LA HIGUERA,SAN RAMON 2,TRANQUE DE RELAVE,ORO,6751220.49149999,292799.0251,ABANDONADO,AGUAS ARRIBA,19205.2054349955,5010.0,0.0,7515.0,0.0,250,N_A,N_A,1989-02-23 00:00:00,-29.351116,-71.134317,"-29.351116, -71.134317"
NICOLAS KRIUKOV,TRAPICHE AGUA GRANDE,IV,ELQUI,LA HIGUERA,AGUA GRANDE ,TRANQUE DE RELAVE,ORO,6735440.50509999,299680.558899999,ABANDONADO,,12887.2510547675,15000.0,0.0,22500.0,0.0,911,N_A,N_A,1985-10-09 00:00:00,-29.494559,-71.066351,"-29.494559, -71.066351"
HECTOR GAHONA,PLANTA BLANQUITA,IV,ELQUI,LA HIGUERA,BLANQUITA ,TRANQUE DE RELAVE,COBRE-ORO,6733334.49,285050.4501,INACTIVO,,2043.74423838099,3300.0,0.0,4950.0,0.0,S/I,,,S/I,-29.511123,-71.217588,"-29.511123, -71.217588"
CMC SALI HOCHSCHILD S.A.,OJANCOS,III,COPIAPO,COPIAPO,TRANQUE DE RELAVE,TRANQUE DE RELAVE,COBRE,6972269.34269999,367133.527099999,INACTIVO,,534.65649768656,1800.0,0.0,2700.0,0.0,S/I,,,S/I,-27.366364,-70.343485,"-27.366364, -70.343485"
MINERA SANTA SILVIA S.A.,PLANTA LA HIGUERA (EX LOS MOLLES),IV,ELQUI,LA HIGUERA,LA HIGUERA 5,TRANQUE DE RELAVE,COBRE-ORO,6732655.8607,283845.990799999,INACTIVO,,3209.88686648859,85000.0,0.0,127500.0,0.0,S/I,,,S/I,-29.517035,-71.230140,"-29.517035, -71.230140"
MARIO ALVAREZ,PLANTA PUNTA COLORADA,IV,ELQUI,LA HIGUERA,TRANQUE DE RELAVE ,TRANQUE DE RELAVE,ORO,6750912.047,304137.5849,ABANDONADO,,24832.1981260273,2000.0,0.0,3000.0,0.0,S/I,,,S/I,-29.355716,-71.017638,"-29.355716, -71.017638"
SOC. MINERA MENSURA,FAENA SOR TERESA,IV,ELQUI,LA HIGUERA,SOR TERESA,TRANQUE DE RELAVE,COBRE-ORO,6750294.08459999,294093.9648,INACTIVO,EJE CENTRAL,18770.2545964152,281000.0,0.0,421500.0,0.0,529,N_A,N_A,1989-05-16 00:00:00,-29.359685,-71.121159,"-29.359685, -71.121159"
ALTIPLANO MINERALS CHILE SPA,WILSON AQUILES,IV,ELQUI,COQUIMBO,DEPOSITO DE RELAVES FILTRADOS N° 2,FILTRADO,COBRE-ORO,6665387.0,287088.0,EN CONSTRUCCION,FILTRADO,,,,115464.0,,0291,,,2022-05-18 00:00:00,-30.124233,-71.210023,"-30.124233, -71.210023"
ALTO ADIGIO SpA (EX CIA. MINERA TAURO),PROFESOR ALDO LETTURA,IV,ELQUI,LA HIGUERA,SANTA DOMINGA,TRANQUE DE RELAVE,COBRE-ORO,6752166.5701,291203.8216,INACTIVO,AGUAS ABAJO,19712.9084108699,528960.0,0.0,793440.0,0.0,440,N_A,N_A,1988-04-14 00:00:00,-29.342320,-71.150560,"-29.342320, -71.150560"
MOISES GONZALEZ GONZALEZ,PLANTA DON MOISES,IV,ELQUI,LA HIGUERA,DON MOISES 1,TRANQUE DE RELAVE,ORO-COBRE,6748882.52109999,298071.660299999,INACTIVO,AGUAS ARRIBA,19418.6919234531,5640.0,0.0,8460.0,0.0,S/I,,,S/I,-29.373061,-71.080464,"-29.373061, -71.080464"
OSCAR GONZAÂLEZ,PLANTA LA PAJITA,IV,ELQUI,LA HIGUERA,LA PAJITA 4,TRANQUE DE RELAVE,ORO,6732553.5789,285214.065899999,INACTIVO,AGUAS ARRIBA,1864.63420514861,17000.0,0.0,25500.0,0.0,698,N_A,N_A,1988-07-11 00:00:00,-29.518194,-71.216054,"-29.518194, -71.216054"
CIA. MINERA QUEBRADA HONDA,PLANTA EL TRAPICHE,IV,ELQUI,LA HIGUERA,DEPOSITO DE RELAVES PLANTA EL TRAPICHE,TRANQUE DE RELAVE,COBRE-ORO,6750587.01,293733.95,EN CONSTRUCCION,EJE CENTRAL,,,,224574.0,,0263,,,2023-04-21 00:00:00,-29.356984,-71.124811,"-29.356984, -71.124811"
CIA. MINERA QUEBRADA HONDA,PLANTA SAN ALEJANDRO (EX TRAPICHE),IV,ELQUI,LA HIGUERA,SAN ALEJANDRO (EX TRAPICHE 1-2),TRANQUE DE RELAVE,COBRE-ORO,6750471.2307,293841.5969,INACTIVO,,18842.0870314811,25672.0,0.0,38508.0,0.0,897,N_A,N_A,1995-12-13 00:00:00,-29.358046,-71.123724,"-29.358046, -71.123724"
SOC. CORRIDA UNA DEL TORNO,PLANTA ELENA,IV,ELQUI,LA HIGUERA,ELENA 2 ,TRANQUE DE RELAVE,ORO,6750159.6922,294226.8562,INACTIVO,AGUAS ARRIBA,18696.3929090271,1150.0,0.0,1725.0,0.0,S/I,,,S/I,-29.360918,-71.119816,"-29.360918, -71.119816"
V. ALDAY,PLANTA LAS BREAS,IV,ELQUI,LA HIGUERA,LAS BREAS (ACOPIO),TRANQUE DE RELAVE,COBRE-ORO,6739166.71619999,340698.4641,ABANDONADO,,54016.7550460531,250.0,0.0,375.0,0.0,S/I,,,S/I,-29.466843,-70.642860,"-29.466843, -70.642860"
DESCONOCIDO,PLANTA PLANTILE,IV,ELQUI,LA HIGUERA,TRANQUE DE RELAVE 1-2 ,TRANQUE DE RELAVE,ORO,6733768.05449999,286778.1896,ABANDONADO,,911.575161605815,11500.0,0.0,17250.0,0.0,S/I,,,S/I,-29.507509,-71.199689,"-29.507509, -71.199689"
MINERA CONDOR S.A.,PLANTA SAN CRISTOBAL,IV,ELQUI,LA SERENA,SAN CRISTOBAL 1,TRANQUE DE RELAVE,COBRE,6677968.96889999,303468.9762,INACTIVO,AGUAS ARRIBA,23708.0176603,155600.0,0.0,233400.0,0.0,S/I,,,S/I,-30.013510,-71.037755,"-30.013510, -71.037755"
CIA. MINERA SAN GERONIMO,SAN GERONIMO,IV,ELQUI,VICUÑA,SOCORRO 5,TRANQUE DE RELAVE,COBRE,6692083.0409,316894.008899999,INACTIVO,,24229.159984308,274332.0,0.0,411498.0,0.0,2169,1530,2015-05-15 00:00:00,2004-10-06 00:00:00,-29.888287,-70.896205,"-29.888287, -70.896205"
COMPAÃ‘IA MINERA FORTUNA ,PLANTA PUERTO RICO,III,COPIAPO,COPIAPO,EMBALSE 4,EMBALSE,COBRE,6969790.9855,367410.878999999,ACTIVO,EMBALSE,2533.87603393505,26000.0,17762.0,39000.0,82113.0,400,271,2016-06-02 00:00:00,2015-10-28 00:00:00,-27.388760,-70.340950,"-27.388760, -70.340950"
ARMANDO ORTIZ,PLANTA SAN IGNACIO,II,ANTOFAGASTA,ANTOFAGASTA,EMBALSE DE RELAVE,EMBALSE,COBRE,7405194.3463,384431.991299999,ABANDONADO,EMBALSE,34251.2093600926,80600.0,0.0,120900.0,0.0,S/I,,,S/I,-23.459171,-70.131509,"-23.459171, -70.131509"
FAISAL HARCHA,PLANTA ROLEX,IV,ELQUI,LA SERENA,ROLEX 2,TRANQUE DE RELAVE,ORO,6681368.94269999,300876.454699999,INACTIVO,AGUAS ARRIBA,19838.3687043276,37000.0,0.0,55500.0,0.0,582,N_A,N_A,1988-06-06 00:00:00,-29.982428,-71.063987,"-29.982428, -71.063987"
ELQUI SOL YESOS,PLANTA ITAMAR,IV,ELQUI,LA SERENA,ITAMAR,TRANQUE DE RELAVE,ORO,6696483.19919999,294809.923499999,ABANDONADO,AGUAS ABAJO,13684.4704370812,34377.0,0.0,51565.0,0.0,502,N_A,N_A,1987-06-01 00:00:00,-29.845120,-71.123937,"-29.845120, -71.123937"
JOSE ALVAREZ AMENABAR,PLANTA LAS ROJAS,IV,ELQUI,LA SERENA,LAS ROJAS 1-2,TRANQUE DE RELAVE,ORO,6677797.99839999,303098.8634,INACTIVO,,23474.1645775973,8000.0,0.0,12000.0,0.0,1290,,,2015-09-15 00:00:00,-30.014993,-71.041623,"-30.014993, -71.041623"
MINERA CONDOR S.A.,PLANTA LAMBERT,IV,ELQUI,LA SERENA,LAMBERT 2,TRANQUE DE RELAVE,ORO,6696363.0941,294959.1178,ABANDONADO,AGUAS ARRIBA,13756.4278214116,61704.0,0.0,92556.0,0.0,376,N_A,N_A,1987-04-20 00:00:00,-29.846228,-71.122417,"-29.846228, -71.122417"
WALDO SALINAS CABELLO,PLANTA EL SAUCE,IV,ELQUI,LA SERENA,EL SAUCE,TRANQUE DE RELAVE,COBRE-ORO,6678754.63839999,301268.361399999,INACTIVO,,21411.9018493404,92420.0,0.0,134009.0,0.0,457,N_A,N_A,1989-04-26 00:00:00,-30.006069,-71.060414,"-30.006069, -71.060414"
SERGIO CONTADOR,PLANTA PAJONALES,IV,ELQUI,LA SERENA,PAJONALES,TRANQUE DE RELAVE,COBRE,6685306.1659,294173.945299999,INACTIVO,AGUAS ARRIBA,12122.3635821535,132000.0,0.0,198000.0,0.0,150,N_A,N_A,1985-02-01 00:00:00,-29.945814,-71.132663,"-29.945814, -71.132663"
ALBERTO MAURICIO FUENTES RIVERA,LAXNAR,IV,ELQUI,LA HIGUERA,EMBALSE DE RELAVE LAXNAR,EMBALSE,COBRE,6742912.66,331556.77,ACTIVO,EMBALSE,,,,5400.0,,1679,,,2018-12-14 00:00:00,-29.431853,-70.736527,"-29.431853, -70.736527"
MINERA DON ALBERTO,FAENA LAS VACAS,IV,CHOAPA,LOS VILOS,LAS VACAS 2,TRANQUE DE RELAVE,ORO,6471848.7554,280674.1774,INACTIVO,AGUAS ARRIBA,18290.3258280762,250000.0,0.0,375000.0,0.0,652,N_A,N_A,1995-08-28 00:00:00,-31.868027,-71.318408,"-31.868027, -71.318408"
DESCONOCIDO,DESCONOCIDO,III,HUASCO,FREIRINA,TRANQUE DE RELAVE,TRANQUE DE RELAVE,ORO,6804976.21999999,292461.069299999,ABANDONADO,,45122.0432022563,50000.0,0.0,75000.0,0.0,S/I,,,S/I,-28.866208,-71.127794,"-28.866208, -71.127794"
DESCONOCIDO,DESCONOCIDO,III,HUASCO,FREIRINA,TRANQUE DE RELAVE,TRANQUE DE RELAVE,ORO,6803835.3344,290883.620299999,ABANDONADO,,45943.093031935,1900.0,0.0,2850.0,0.0,S/I,,,S/I,-28.876243,-71.144169,"-28.876243, -71.144169"
CIA. MINERA LA PATAGUA,LA PATAGUA,V,PETORCA,LA LIGUA,LA PATAGUA 1,TRANQUE DE RELAVE,COBRE,6397722.4373,299662.9686,INACTIVO,EJE CENTRAL,13535.9815374718,230000.0,0.0,345000.0,0.0,1082,N_A,N_A,1997-12-31 00:00:00,-32.539799,-71.133356,"-32.539799, -71.133356"
CIA. MINERA LA PATAGUA,LA PATAGUA,V,PETORCA,LA LIGUA,LA PATAGUA 2,TRANQUE DE RELAVE,COBRE,6397876.42509999,299601.055999999,INACTIVO,EJE CENTRAL,13382.2305587006,615000.0,0.0,922500.0,0.0,1082,N_A,N_A,1997-12-31 00:00:00,-32.538399,-71.133982,"-32.538399, -71.133982"
CIA. MINERA LA PATAGUA,LA PATAGUA,V,PETORCA,LA LIGUA,LA PATAGUA 4,TRANQUE DE RELAVE,COBRE,6397800.22499999,299486.7558,INACTIVO,,13357.9554587692,330407.0,0.0,495610.0,0.0,1082,1237,2005-05-25 00:00:00,1997-12-31 00:00:00,-32.539066,-71.135215,"-32.539066, -71.135215"
RUBILAÂN GONZAÂLEZ (EX GUSTAVO ALVAREZ),PLANTA SAN MARTIN,IV,LIMARI,COMBARBALA,SAN MARTIN,TRANQUE DE RELAVE,COBRE-ORO,6549873.87189999,308444.1583,INACTIVO,EJE CENTRAL,990.384981484279,24594.0,0.0,36891.0,0.0,959,N_A,N_A,1988-09-27 00:00:00,-31.169497,-71.009905,"-31.169497, -71.009905"
JOSE SARMIENTO AGUILERA,PLANTA SAN EMILIO,IV,LIMARI,COMBARBALA,SAN EMILIO,TRANQUE DE RELAVE,COBRE-ORO,6552573.71989999,304509.3299,ABANDONADO,AGUAS ARRIBA,5709.41484042404,103350.0,0.0,155025.0,0.0,458,N_A,N_A,1989-04-26 00:00:00,-31.144501,-71.050644,"-31.144501, -71.050644"
CIA. CERRO CENTINELA,PLANTA COMBARBALA,IV,LIMARI,COMBARBALA,EL PARRAL,TRANQUE DE RELAVE,ORO,6551418.6249,307727.8886,INACTIVO,,2683.56981246754,600.0,0.0,900.0,0.0,S/I,,,S/I,-31.155450,-71.017121,"-31.155450, -71.017121"
SOC. MINERA ALTAMIRA,PLANTA EL BRONCE,IV,LIMARI,COMBARBALA,EL BRONCE ,TRANQUE DE RELAVE,COBRE-ORO,6555876.3304,294228.674599999,ABANDONADO,AGUAS ARRIBA,16277.2215543724,12000.0,0.0,18000.0,0.0,460,N_A,N_A,1989-04-26 00:00:00,-31.112961,-71.157748,"-31.112961, -71.157748"
SUC. CARVAJAL RIVERA,PLANTA QUILITAPIA,IV,LIMARI,COMBARBALA,QUILITAPIA,TRANQUE DE RELAVE,ORO,6555741.88389999,293940.632299999,INACTIVO,AGUAS ARRIBA,16484.3005307624,8516.0,0.0,12774.0,0.0,183,N_A,N_A,1988-01-28 00:00:00,-31.114122,-71.160794,"-31.114122, -71.160794"
WALTER NAZER ESBIR (EX VICTOR NAZER ESBIR),PLANTA CALIFORNIA,IV,CHOAPA,ILLAPEL,CALIFORNIA 1,TRANQUE DE RELAVE,COBRE-ORO,6498020.35659999,296435.1918,ABANDONADO,AGUAS ARRIBA,1874.17384427238,5200.0,0.0,7800.0,0.0,S/I,,,S/I,-31.634998,-71.146455,"-31.634998, -71.146455"
YOLANDA BOU BARRAZA,PLANTA ROSARIO DE COGOTI,IV,LIMARI,COMBARBALA,ROSARIO 2,TRANQUE DE RELAVE,COBRE,6558160.34049999,316894.195199999,INACTIVO,EJE CENTRAL,12039.1157231821,176320.0,0.0,264480.0,0.0,1065,N_A,N_A,1986-10-29 00:00:00,-31.096124,-70.919780,"-31.096124, -70.919780"
MINERA LAS JUNTAS (EX MINAS SAN ANDRES),PLANTAS EL PINGO Y SANTA MARIA,IV,LIMARI,MONTE PATRIA,RELAVES ANTIGUOS,TRANQUE DE RELAVE,COBRE-ORO,6586817.58189999,348773.345599999,INACTIVO,,39488.9247709869,74640.0,0.0,111960.0,0.0,S/I,,,S/I,-30.842185,-70.581394,"-30.842185, -70.581394"
RAFAEL VALENCIA,DESCONOCIDO,IV,LIMARI,MONTE PATRIA,VALENCIA,TRANQUE DE RELAVE,COBRE-ORO,6590390.5427,350451.1649,INACTIVO,,39822.4741293615,750.0,0.0,1125.0,0.0,S/I,,,S/I,-30.810170,-70.563332,"-30.810170, -70.563332"
TALCA GOLD (EN ARRIENDO D.TELLO),PLANTA TELLO HERMANOS Y MONICA,IV,LIMARI,OVALLE,TRANQUE 3,TRANQUE DE RELAVE,ORO,6578426.53809999,244187.808199999,INACTIVO,EJE CENTRAL,40962.3344750808,4000.0,0.0,6000.0,0.0,S/I,,,S/I,-30.899859,-71.676357,"-30.899859, -71.676357"
TALCA GOLD (EN ARRIENDO D.TELLO),PLANTA TELLO HERMANOS Y MONICA,IV,LIMARI,OVALLE,TRANQUE 1,TRANQUE DE RELAVE,ORO,6578428.6392,244402.899,INACTIVO,EJE CENTRAL,40751.3906984249,35000.0,0.0,52500.0,0.0,S/I,,,S/I,-30.899886,-71.674109,"-30.899886, -71.674109"
JUAN SALINAS,PLANTA EL HUILMO (EX SALINAS),IV,LIMARI,COMBARBALA,EL HUILMO 1 (EX SALINAS 1),TRANQUE DE RELAVE,ORO,6581306.03839999,294643.837799999,INACTIVO,AGUAS ARRIBA,11733.5257884434,5173.0,0.0,7759.0,0.0,1118,N_A,N_A,1987-11-16 00:00:00,-30.883738,-71.148249,"-30.883738, -71.148249"
WALTER NAZER ESBIR (EX VICTOR NAZER ESBIR),PLANTA CALIFORNIA,IV,CHOAPA,ILLAPEL,CALIFORNIA 2A,TRANQUE DE RELAVE,COBRE-ORO,6498030.60919999,296415.348,ABANDONADO,AGUAS ARRIBA,1852.45538206237,43800.0,0.0,65700.0,0.0,S/I,,,S/I,-31.634902,-71.146662,"-31.634902, -71.146662"
WALTER NAZER ESBIR (EX VICTOR NAZER ESBIR),PLANTA CALIFORNIA,IV,CHOAPA,ILLAPEL,CALIFORNIA 0,TRANQUE DE RELAVE,COBRE-ORO,6498112.63019999,296434.8611,ABANDONADO,AGUAS ARRIBA,1853.84651054029,1000.0,0.0,1500.0,0.0,S/I,,,S/I,-31.634166,-71.146440,"-31.634166, -71.146440"
SCM VENTANA MINERALS ,FAENA TRIMINERALS  EX LA COLONIA,IV,CHOAPA,ILLAPEL,EX LA COLONIA 2,TRANQUE DE RELAVE,COBRE,6503322.7081,299078.104399999,INACTIVO,AGUAS ARRIBA,6591.97499718767,79900.0,0.0,119850.0,0.0,S/I,,,S/I,-31.587656,-71.117521,"-31.587656, -71.117521"
JUAN POLO DABED,FAENA TUNQUEN EX EL ALMENDRO,IV,CHOAPA,ILLAPEL,TUNQUEN 5 (EX EL ALMENDRO 5),TRANQUE DE RELAVE,COBRE-ORO,6516514.89489999,300619.9044,ABANDONADO,EJE CENTRAL,19016.9511231552,199750.0,,299625.0,0.0,205,N_A,N_A,1986-02-07 00:00:00,-31.468978,-71.098619,"-31.468978, -71.098619"
SOC. MINERA MONTE ALTO SpA,PLANTA SEGURA,IV,LIMARI,COMBARBALA,EMBALSE SEGURA,EMBALSE,COBRE-ORO,6579656.5042,292513.376099999,ACTIVO,EMBALSE,10906.5454844941,9600.0,1716.0,14400.0,2575.0,1873,N_A,N_A,2014-12-11 00:00:00,-30.898240,-71.170858,"-30.898240, -71.170858"
SLM EL DORADO,PLANTA EL CISNE,IV,LIMARI,PUNITAQUI,EL CISNE,TRANQUE DE RELAVE,ORO,6583787.79769999,285742.638899999,INACTIVO,EJE CENTRAL,3358.56000442558,32400.0,0.0,48600.0,0.0,105,N_A,N_A,1984-01-18 00:00:00,-30.859782,-71.240785,"-30.859782, -71.240785"
MINERA ALTO DE PUNITAQUI,ALTOS DE PUNITAQUI,IV,LIMARI,PUNITAQUI,TRANQUE 3 (EX TAMAYA 3),TRANQUE DE RELAVE,ORO,6583953.36,287105.206299999,ACTIVO,EJE CENTRAL,4017.62107796196,531865.0,138809.0,946721.0,253849.0,613,2122,2015-08-21 00:00:00,2015-03-10 00:00:00,-30.858535,-71.226509,"-30.858535, -71.226509"
LEONEL ANGEL BRUNE,PLANTA LAS PALMAS,IV,LIMARI,RIO HURTADO,LAS PALMAS ,TRANQUE DE RELAVE,COBRE-ORO,6635787.67179999,320561.639399999,INACTIVO,EJE CENTRAL,26954.9222681015,26670.0,0.0,40005.0,0.0,512,N_A,N_A,1988-05-09 00:00:00,-30.396591,-70.867783,"-30.396591, -70.867783"
DESCONOCIDO,DESCONOCIDO,IV,CHOAPA,CANELA,ATELCURA,TRANQUE DE RELAVE,ORO,6504880.6823,278809.1672,ABANDONADO,,17057.0237218872,1000.0,0.0,1500.0,0.0,S/I,,,S/I,-31.569894,-71.330642,"-31.569894, -71.330642"
SUC. LUIS ALVEREZ SIERRA,PLANTA ESPERANZA 2,IV,CHOAPA,ILLAPEL,ESPERANZA DOS,TRANQUE DE RELAVE,COBRE-ORO,6497738.883,294325.6501,ABANDONADO,AGUAS ARRIBA,787.187428741696,29200.0,0.0,43800.0,0.0,643,N_A,N_A,1987-07-17 00:00:00,-31.637160,-71.168744,"-31.637160, -71.168744"
WALTER NAZER ESBIR (EX VICTOR NAZER ESBIR),PLANTA CALIFORNIA,IV,CHOAPA,ILLAPEL,CALIFORNIA 2B,TRANQUE DE RELAVE,COBRE-ORO,6498074.5963,296408.071999999,ABANDONADO,AGUAS ARRIBA,1835.39778527424,34300.0,0.0,51450.0,0.0,S/I,,,S/I,-31.634504,-71.146730,"-31.634504, -71.146730"
SLM ANTA COLLA,ANTA COLLA,IV,CHOAPA,ILLAPEL,ANTA COLLA 2,TRANQUE DE RELAVE,COBRE-ORO,6499667.85859999,296745.884999999,INACTIVO,AGUAS ARRIBA,2466.88646506391,0.0,0.0,0.0,0.0,645,N_A,N_A,1987-07-17 00:00:00,-31.620199,-71.142841,"-31.620199, -71.142841"
MINERA ALTO DE PUNITAQUI,ALTOS DE PUNITAQUI,IV,LIMARI,PUNITAQUI,DEPOSITO ESPESADO,ESPESADO,ORO,6583536.37579999,287035.3562,ACTIVO,,4279.02443978537,2750000.0,2473368.0,5500000.0,3710053.0,2243,2122,2015-08-21 00:00:00,2015-09-04 00:00:00,-30.862282,-71.227326,"-30.862282, -71.227326"
DESCONOCIDO,DESCONOCIDO,II,ANTOFAGASTA,SIERRA GORDA,TRANQUE,TRANQUE DE RELAVE,COBRE,7464131.74839999,464164.2213,ABANDONADO,,68641.1141990289,500.0,0.0,600.0,0.0,S/I,,,S/I,-22.930495,-69.349500,"-22.930495, -69.349500"
MILLAPEL S.A.,PLANTA ASIENTO VIEJO,IV,CHOAPA,ILLAPEL,ASIENTO VIEJO 1,TRANQUE DE RELAVE,ORO,6501613.8994,298494.573099999,INACTIVO,EJE CENTRAL,4992.43128140544,12800.0,0.0,19200.0,0.0,103,N_A,N_A,1984-01-18 00:00:00,-31.602961,-71.124017,"-31.602961, -71.124017"
CIA. MINERA PORTEZUELO,PLANTA PORTEZUELO,IV,CHOAPA,ILLAPEL,PORTEZUELO 1,TRANQUE DE RELAVE,ORO,6502190.62889999,298321.285699999,INACTIVO,AGUAS ARRIBA,5250.56462275529,46186.0,0.0,69279.0,0.0,411,3313,2003-10-13 00:00:00,1984-04-10 00:00:00,-31.597731,-71.125724,"-31.597731, -71.125724"
SLM AUCO (EX ODE AGUAD MONTENEGRO),PLANTA AUCO (EX PLANTA JODE),IV,CHOAPA,ILLAPEL,AUCO,TRANQUE DE RELAVE,COBRE-ORO,6505250.80319999,300531.732099999,INACTIVO,EJE CENTRAL,8998.22798195663,32804.0,0.0,49260.0,0.0,212,N_A,N_A,1988-02-12 00:00:00,-31.570525,-71.101820,"-31.570525, -71.101820"
REGINALDO CALLEJAS,PLANTA DON ROBERTO (EX FARELLON SANCHEZ),IV,CHOAPA,ILLAPEL,DON ROBERTO (EX FARELLON SANCHEZ 1-2),EMBALSE,COBRE-ORO,6518626.5722,307819.3107,INACTIVO,EMBALSE,24095.4967184969,875.0,0.0,1312.0,0.0,66,N_A,N_A,1990-01-19 00:00:00,-31.451157,-71.022471,"-31.451157, -71.022471"
SLM FLAMENCA,PLANTA LETICIA,IV,CHOAPA,ILLAPEL,LETICIA 2,TRANQUE DE RELAVE,ORO,6518271.5519,307763.496399999,INACTIVO,AGUAS ARRIBA,23768.3967395524,152000.0,0.0,228000.0,0.0,S/I,,,S/I,-31.454349,-71.023127,"-31.454349, -71.023127"
MINERA DIAMANTINO LTDA.,PLANTA ANA MARIA,IV,CHOAPA,ILLAPEL,ANA MARIÂA 2,TRANQUE DE RELAVE,COBRE-ORO,6521273.1266,308499.7717,INACTIVO,EJE CENTRAL,26696.755898874,95880.0,0.0,143820.0,0.0,573,N_A,N_A,1986-06-02 00:00:00,-31.427406,-71.014803,"-31.427406, -71.014803"
SUC. LUIS ALVAREZ SIERRA,PLANTA ESPERANZA,IV,CHOAPA,ILLAPEL,DEPOSITO ,TRANQUE DE RELAVE,COBRE-ORO,6524245.16629999,304045.411,ABANDONADO,,25308.145690857,7095.0,0.0,10643.0,0.0,S/I,,,S/I,-31.399862,-71.061056,"-31.399862, -71.061056"
